rank,finalWorth,category,personName,age,country,source,industries,selfMade,status,gender,date,gdp_country,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country
1312,2300,food & beverage,richard sands,72.0,united states,liquor,food & beverage,False,Split Family Fortune,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1312,2300,finance & investments,stephan schmidheiny,75.0,switzerland,investments,finance & investments,False,E,M,2023-04-04 05:01:00,703082435360,105.2,83.6,10.1,28.8,8574832.0
1312,2300,healthcare,alberto siccardi & family,78.0,switzerland,medical devices,healthcare,False,D,M,2023-04-04 05:01:00,703082435360,105.2,83.6,10.1,28.8,8574832.0
1312,2300,real estate,stefan soloviev,47.0,united states,"real estate, grains",real estate,False,N,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1312,2300,technology,tian ming,69.0,china,measuring instruments,technology,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1312,2300,technology,jayshree ullal,62.0,united states,computer networking,technology,True,U,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1312,2300,finance & investments,georg von opel,56.0,united kingdom,"real estate, investments",finance & investments,False,U,M,2023-04-04 05:01:00,2827113184696,101.2,81.3,25.5,30.6,66834405.0
1312,2300,real estate,lang walker,77.0,australia,real estate,real estate,True,U,M,2023-04-04 05:01:00,1392680589329,100.3,82.7,23.0,47.4,25766605.0
1312,2300,manufacturing,xicheng wang & family,74.0,china,tires,manufacturing,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1312,2300,real estate,wang zhenhua,61.0,china,real estate,real estate,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1312,2300,food & beverage,paul-heinz wesjohann & family,79.0,germany,chicken processing,food & beverage,True,D,M,2023-04-04 05:01:00,3845630030824,104.0,80.9,11.5,48.8,83132799.0
1312,2300,fashion & retail,xie bingkun & family,56.0,china,pearlescent pigments,fashion & retail,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1312,2300,manufacturing,xu shugen,57.0,china,"construction, mining machinery",manufacturing,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1312,2300,healthcare,christoph zeller,65.0,liechtenstein,dental materials,healthcare,False,E,M,2023-04-04 05:01:00,6552858739,104.7,83.0,9.6,21.6,38019.0
1312,2300,manufacturing,zhang jingzhang & family,87.0,china,precision machinery,manufacturing,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1368,2200,real estate,george argyros & family,86.0,united states,"real estate, investments",real estate,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1368,2200,finance & investments,brian armstrong,40.0,united states,cryptocurrency,finance & investments,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1368,2200,energy,albert avdolyan,52.0,russia,"oil, mining",energy,True,R,M,2023-04-04 05:01:00,1699876578871,102.6,72.7,11.4,46.2,144373535.0
1368,2200,diversified,sezai bacaksiz,73.0,turkey,diversified,diversified,True,U,M,2023-04-04 05:01:00,754411708203,93.2,77.4,17.9,42.3,83429615.0
1368,2200,technology,aneel bhusri,57.0,united states,business software,technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1368,2200,finance & investments,j. hyatt brown,85.0,united states,insurance,finance & investments,False,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1368,2200,finance & investments,chen jinxia,55.0,china,investments,finance & investments,False,D,F,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1368,2200,healthcare,chen xueli,71.0,china,pharmaceuticals,healthcare,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1368,2200,healthcare,dong wei,52.0,china,pharmaceuticals,healthcare,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1368,2200,fashion & retail,tom ford,61.0,united states,fashion,fashion & retail,True,N,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1368,2200,food & beverage,fu guangming & family,69.0,china,poultry,food & beverage,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1368,2200,finance & investments,noam gottesman,61.0,united states,hedge funds,finance & investments,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1368,2200,finance & investments,jeffrey gundlach,64.0,united states,investments,finance & investments,True,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1368,2200,healthcare,hao hong,67.0,china,pharmaceuticals,healthcare,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1368,2200,automotive,shmuel harlap,78.0,israel,automotive,automotive,False,U,M,2023-04-04 05:01:00,395098666122,104.9,82.8,23.1,25.3,9053300.0
1368,2200,technology,hans-werner hector,83.0,germany,sap,technology,True,D,M,2023-04-04 05:01:00,3845630030824,104.0,80.9,11.5,48.8,83132799.0
1368,2200,healthcare,lutz mario helmig & family,76.0,germany,hospitals,healthcare,True,U,M,2023-04-04 05:01:00,3845630030824,104.0,80.9,11.5,48.8,83132799.0
1368,2200,real estate,chulong huang,64.0,china,real estate,real estate,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1368,2200,finance & investments,thomas james,80.0,united states,finance,finance & investments,False,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1368,2200,fashion & retail,james jannard,73.0,united states,sunglasses,fashion & retail,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1368,2200,automotive,willis johnson,75.0,united states,damaged cars,automotive,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1368,2200,fashion & retail,lai shixian,48.0,china,sports apparel,fashion & retail,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1368,2200,finance & investments,chris larsen,62.0,united states,cryptocurrency,finance & investments,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1368,2200,fashion & retail,solomon lew,78.0,australia,retail,fashion & retail,True,D,M,2023-04-04 05:01:00,1392680589329,100.3,82.7,23.0,47.4,25766605.0
1368,2200,diversified,liang xinjun,54.0,singapore,conglomerate,diversified,True,E,M,2023-04-04 05:01:00,372062527489,100.6,83.1,13.1,21.0,5703569.0
1368,2200,diversified,harald link,68.0,thailand,diversified,diversified,False,U,M,2023-04-04 05:01:00,543649976166,99.8,76.9,14.9,29.5,69625582.0
1368,2200,technology,max lytvyn,43.0,united states,software,technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1368,2200,energy,igor makarov,60.0,united states,investments,energy,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1368,2200,finance & investments,howard marks,76.0,united states,private equity,finance & investments,True,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1368,2200,finance & investments,charles munger,99.0,united states,berkshire hathaway,finance & investments,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1368,2200,real estate,adam neumann,44.0,united states,wework,real estate,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1368,2200,diversified,thi phuong thao nguyen,52.0,vietnam,airlines,diversified,True,D,F,2023-04-04 05:01:00,261921244843,110.6,75.3,19.1,37.6,96462106.0
1368,2200,food & beverage,ni yongpei & family,71.0,china,beverages,food & beverage,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1368,2200,manufacturing,heloise pratt,60.0,australia,"manufacturing, investment",manufacturing,False,D,F,2023-04-04 05:01:00,1392680589329,100.3,82.7,23.0,47.4,25766605.0
1368,2200,technology,qi xiangdong,52.0,china,software,technology,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1368,2200,technology,phillip t. (terry) ragon,73.0,united states,health it,technology,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1368,2200,healthcare,prathap reddy,91.0,india,healthcare,healthcare,True,D,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
1368,2200,sports,jerry reinsdorf,87.0,united states,sports teams,sports,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1368,2200,technology,chad richison,52.0,united states,payroll processing,technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1368,2200,fashion & retail,"karl scheufele, iii. & family",84.0,switzerland,jewelry,fashion & retail,True,U,M,2023-04-04 05:01:00,703082435360,105.2,83.6,10.1,28.8,8574832.0
1368,2200,healthcare,alice schwartz,96.0,united states,biotech,healthcare,True,U,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1368,2200,technology,alex shevchenko,43.0,canada,software,technology,True,D,M,2023-04-04 05:01:00,1736425629520,100.9,81.9,12.8,24.5,36991981.0
1368,2200,technology,kavitark ram shriram,66.0,united states,"venture capital, google",technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1368,2200,real estate,jeffrey soffer,55.0,united states,real estate,real estate,False,N,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1368,2200,technology,william stone,67.0,united states,software,technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1368,2200,finance & investments,henry swieca,65.0,united states,hedge funds,finance & investments,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1368,2200,diversified,harley sy,63.0,philippines,diversified,diversified,False,D,M,2023-04-04 05:01:00,376795508680,107.5,71.1,14.0,43.1,108116615.0
1368,2200,diversified,teresita sy-coson,72.0,philippines,diversified,diversified,False,D,F,2023-04-04 05:01:00,376795508680,107.5,71.1,14.0,43.1,108116615.0
1368,2200,real estate,katsumi tada,77.0,japan,real estate,real estate,True,D,M,2023-04-04 05:01:00,5081769542380,98.8,84.2,11.9,46.7,126226568.0
1368,2200,manufacturing,tang jinkui & family,67.0,china,"textiles, petrochemicals",manufacturing,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1368,2200,technology,tang xiao'ou,55.0,china,software,technology,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1368,2200,fashion & retail,lottie tham & family,73.0,sweden,h&m,fashion & retail,False,D,F,2023-04-04 05:01:00,530832908738,126.6,82.5,27.9,49.1,10285453.0
1368,2200,healthcare,shamsheer vayalil,46.0,united arab emirates,healthcare,healthcare,False,R,M,2023-04-04 05:01:00,421142267938,108.4,77.8,0.1,15.9,9770529.0
1368,2200,technology,radha vembu,50.0,india,business software,technology,False,U,F,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
1368,2200,fashion & retail,wang wenmo,66.0,china,sports apparel,fashion & retail,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1368,2200,service,wang zhenghua,78.0,china,budget airline,service,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1368,2200,food & beverage,david wertheim,65.0,israel,coca-cola israel,food & beverage,False,D,M,2023-04-04 05:01:00,395098666122,104.9,82.8,23.1,25.3,9053300.0
1368,2200,energy,kai wu,55.0,china,batteries,energy,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1368,2200,food & beverage,xu yingzhuo,55.0,china,agribusiness,food & beverage,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1368,2200,logistics,huijiao yu,57.0,china,package delivery,logistics,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1368,2200,finance & investments,oren zeev,58.0,united states,investments,finance & investments,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1368,2200,manufacturing,clayton zekelman,54.0,canada,steel,manufacturing,False,U,M,2023-04-04 05:01:00,1736425629520,100.9,81.9,12.8,24.5,36991981.0
1368,2200,energy,zhao fenggang,57.0,china,batteries,energy,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1434,2100,metals & mining,alex beard,55.0,united kingdom,"mining, commodities",metals & mining,True,D,M,2023-04-04 05:01:00,2827113184696,101.2,81.3,25.5,30.6,66834405.0
1434,2100,food & beverage,travis boersma,52.0,united states,coffee,food & beverage,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1434,2100,gambling & casinos,william boyd & family,91.0,united states,"casinos, banking",gambling & casinos,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1434,2100,food & beverage,anand burman,70.0,india,consumer goods,food & beverage,False,D,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
1434,2100,manufacturing,cao ji,71.0,china,manufacturing,manufacturing,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1434,2100,technology,chi yufeng,52.0,china,software,technology,False,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1434,2100,healthcare,beda diethelm,82.0,switzerland,hearing aids,healthcare,True,D,M,2023-04-04 05:01:00,703082435360,105.2,83.6,10.1,28.8,8574832.0
1434,2100,fashion & retail,domenico dolce,64.0,italy,luxury goods,fashion & retail,True,U,M,2023-04-04 05:01:00,2001244392042,101.9,82.9,24.3,59.1,60297396.0
1434,2100,technology,ralph dommermuth,59.0,germany,internet service provider,technology,True,D,M,2023-04-04 05:01:00,3845630030824,104.0,80.9,11.5,48.8,83132799.0
1434,2100,diversified,georgi domuschiev,50.0,united kingdom,"animal health, investments",diversified,True,U,M,2023-04-04 05:01:00,2827113184696,101.2,81.3,25.5,30.6,66834405.0
1434,2100,diversified,kiril domuschiev,53.0,united kingdom,"animal health, investments",diversified,True,U,M,2023-04-04 05:01:00,2827113184696,101.2,81.3,25.5,30.6,66834405.0
1434,2100,real estate,bob ell,78.0,australia,real estate,real estate,True,E,M,2023-04-04 05:01:00,1392680589329,100.3,82.7,23.0,47.4,25766605.0
1434,2100,energy,paul foster,65.0,united states,oil refining,energy,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1434,2100,fashion & retail,stefano gabbana,60.0,italy,luxury goods,fashion & retail,True,U,M,2023-04-04 05:01:00,2001244392042,101.9,82.9,24.3,59.1,60297396.0
1434,2100,manufacturing,xingjiang gao,59.0,china,steel,manufacturing,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1434,2100,energy,gordon getty,89.0,united states,getty oil,energy,False,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1434,2100,energy,kamal ghaffarian,64.0,united states,"space, energy",energy,True,N,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1434,2100,healthcare,dennis gillings,78.0,united states,clinical trials,healthcare,True,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1434,2100,diversified,harsh goenka,65.0,india,diversified,diversified,False,E,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
1434,2100,diversified,sanjiv goenka,62.0,india,diversified,diversified,False,D,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
1434,2100,real estate,jane goldman,67.0,united states,real estate,real estate,False,D,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1434,2100,fashion & retail,stein erik hagen,66.0,norway,consumer goods,fashion & retail,True,D,M,2023-04-04 05:01:00,403336363636,100.3,82.8,23.9,36.2,5347896.0
1434,2100,real estate,bahaa hariri,56.0,switzerland,"real estate, investments",real estate,False,E,M,2023-04-04 05:01:00,703082435360,105.2,83.6,10.1,28.8,8574832.0
1434,2100,fashion & retail,hortensia herrero,72.0,spain,supermarkets,fashion & retail,False,D,F,2023-04-04 05:01:00,1394116310769,102.7,83.3,14.2,47.0,47076781.0
1434,2100,manufacturing,huang min,49.0,china,machinery,manufacturing,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1434,2100,technology,jared isaacman,40.0,united states,payment processing,technology,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1434,2100,technology,eugene kaspersky,57.0,russia,software,technology,True,U,M,2023-04-04 05:01:00,1699876578871,102.6,72.7,11.4,46.2,144373535.0
1434,2100,fashion & retail,artem khachatryan,48.0,cyprus,retail,fashion & retail,True,R,M,2023-04-04 05:01:00,24564647935,99.3,80.8,24.5,22.4,1198575.0
1434,2100,food & beverage,andrei krivenko,47.0,russia,retail,food & beverage,True,N,M,2023-04-04 05:01:00,1699876578871,102.6,72.7,11.4,46.2,144373535.0
1434,2100,finance & investments,marc lasry,62.0,united states,hedge funds,finance & investments,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1434,2100,finance & investments,christian latouche & family,82.0,france,accounting services,finance & investments,True,D,M,2023-04-04 05:01:00,2715518274227,102.5,82.5,24.2,60.7,67059887.0
1434,2100,sports,theodore leonsis,67.0,united states,sports teams,sports,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1434,2100,manufacturing,liu chengyu & family,60.0,china,power supply equipment,manufacturing,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1434,2100,fashion & retail,sergey lomakin,49.0,cyprus,retail,fashion & retail,True,R,M,2023-04-04 05:01:00,24564647935,99.3,80.8,24.5,22.4,1198575.0
1434,2100,food & beverage,daniel lubetzky,54.0,united states,snack bars,food & beverage,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1434,2100,diversified,anand mahindra,67.0,india,diversified,diversified,False,U,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
1434,2100,fashion & retail,rafique malik,72.0,india,footwear,fashion & retail,False,U,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
1434,2100,diversified,katarina martinson,41.0,sweden,investments,diversified,False,U,F,2023-04-04 05:01:00,530832908738,126.6,82.5,27.9,49.1,10285453.0
1434,2100,healthcare,kiran mazumdar-shaw,70.0,india,biopharmaceuticals,healthcare,True,D,F,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
1434,2100,automotive,nirmal minda,65.0,india,auto parts,automotive,False,D,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
1434,2100,technology,mu rongjun,43.0,china,e-commerce,technology,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1434,2100,finance & investments,alexander nesis,60.0,russia,"metals, banking, fertilizers",finance & investments,True,U,M,2023-04-04 05:01:00,1699876578871,102.6,72.7,11.4,46.2,144373535.0
1434,2100,manufacturing,zugen ni,66.0,china,appliances,manufacturing,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1434,2100,construction & engineering,florentino perez,76.0,spain,construction,construction & engineering,True,U,M,2023-04-04 05:01:00,1394116310769,102.7,83.3,14.2,47.0,47076781.0
1434,2100,metals & mining,victor pinchuk,62.0,ukraine,"steel pipes, diversified",metals & mining,True,U,M,2023-04-04 05:01:00,153781069118,99.0,71.6,20.1,45.2,44385155.0
1434,2100,technology,leonid radvinsky,40.0,united states,e-commerce,technology,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1434,2100,technology,raveendran byju,41.0,india,education technology,technology,True,D,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
1434,2100,construction & engineering,p.p. reddy,65.0,india,infrastructure,construction & engineering,True,U,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
1434,2100,fashion & retail,richard saghian,41.0,united states,fast fashion,fashion & retail,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1434,2100,healthcare,shi yifeng,49.0,china,medical cosmetics,healthcare,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1434,2100,finance & investments,thaksin shinawatra,73.0,united arab emirates,investments,finance & investments,True,U,M,2023-04-04 05:01:00,421142267938,108.4,77.8,0.1,15.9,9770529.0
1434,2100,food & beverage,shu ping,53.0,singapore,restaurants,food & beverage,True,U,F,2023-04-04 05:01:00,372062527489,100.6,83.1,13.1,21.0,5703569.0
1434,2100,healthcare,timothy springer,75.0,united states,biotech,healthcare,True,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1434,2100,automotive,venu srinivasan,70.0,india,two-wheelers,automotive,False,U,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
1434,2100,fashion & retail,edward stack,68.0,united states,dick's sporting goods,fashion & retail,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1434,2100,food & beverage,sun mengquan & family,73.0,china,edible oil,food & beverage,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1434,2100,finance & investments,alexander svetakov,55.0,russia,real estate,finance & investments,True,D,M,2023-04-04 05:01:00,1699876578871,102.6,72.7,11.4,46.2,144373535.0
1434,2100,fashion & retail,torsten toeller,56.0,germany,pet food,fashion & retail,True,D,M,2023-04-04 05:01:00,3845630030824,104.0,80.9,11.5,48.8,83132799.0
1434,2100,food & beverage,barbara tyson,74.0,united states,food processing,food & beverage,False,N,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1434,2100,food & beverage,hamdi ulukaya,50.0,united states,greek yogurt,food & beverage,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1434,2100,construction & engineering,wang linpeng,54.0,china,furniture retailing,construction & engineering,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1434,2100,food & beverage,wei ing-chou,69.0,china,"food, beverages",food & beverage,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1434,2100,food & beverage,wei yin-heng,64.0,china,"food, beverages",food & beverage,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1434,2100,gambling & casinos,elaine wynn,80.0,united states,"casinos, hotels",gambling & casinos,True,U,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1434,2100,automotive,xu xudong & family,53.0,china,auto parts,automotive,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1434,2100,manufacturing,yu qibing & family,57.0,china,glass,manufacturing,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1434,2100,manufacturing,yuan fugen & family,72.0,china,metal processing,manufacturing,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1434,2100,manufacturing,zhang ning & family,49.0,china,chemicals,manufacturing,True,D,F,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1434,2100,healthcare,zhao tao,57.0,china,pharmaceuticals,healthcare,False,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1516,2000,construction & engineering,anu aga,80.0,india,engineering,construction & engineering,False,U,F,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
1516,2000,fashion & retail,mohamed al fayed,94.0,united kingdom,"retail, investments",fashion & retail,True,D,M,2023-04-04 05:01:00,2827113184696,101.2,81.3,25.5,30.6,66834405.0
1516,2000,technology,andrey andreev,49.0,united kingdom,online dating,technology,True,E,M,2023-04-04 05:01:00,2827113184696,101.2,81.3,25.5,30.6,66834405.0
1516,2000,technology,pavel baudis,62.0,czech republic,software,technology,True,D,M,2023-04-04 05:01:00,246489245495,100.7,79.0,14.9,46.1,10669709.0
1516,2000,healthcare,wilhelm beier & family,66.0,germany,pharmaceuticals,healthcare,True,D,M,2023-04-04 05:01:00,3845630030824,104.0,80.9,11.5,48.8,83132799.0
1516,2000,manufacturing,cao jianwei,44.0,china,semiconductors,manufacturing,True,E,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1516,2000,manufacturing,huwen chen,52.0,china,stationery,manufacturing,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1516,2000,diversified,phongthep chiaravanont,71.0,thailand,diversified,diversified,False,U,M,2023-04-04 05:01:00,543649976166,99.8,76.9,14.9,29.5,69625582.0
1516,2000,diversified,dou zhenggang,69.0,china,"energy, chemicals",diversified,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1516,2000,food & beverage,maria franca fissolo,88.0,monaco,"nutella, chocolates",food & beverage,False,E,F,2023-04-04 05:01:00,7184844193,101.8,78.5,9.6,43.84686591946866,38964.0
1516,2000,diversified,william franke,85.0,united states,low-cost airlines,diversified,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1516,2000,healthcare,mario germano giuliani,51.0,monaco,pharmaceuticals,healthcare,False,D,M,2023-04-04 05:01:00,7184844193,101.8,78.5,9.6,43.84686591946866,38964.0
1516,2000,real estate,amy goldman fowler,68.0,united states,real estate,real estate,False,D,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1516,2000,metals & mining,john hancock,47.0,united kingdom,mining,metals & mining,False,D,M,2023-04-04 05:01:00,2827113184696,101.2,81.3,25.5,30.6,66834405.0
1516,2000,technology,hu yangzhong,58.0,china,technology,technology,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1516,2000,media & entertainment,huang qiaoling,64.0,china,amusement parks,media & entertainment,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1516,2000,finance & investments,rajiv jain,55.0,united states,finance,finance & investments,True,N,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1516,2000,sports,michael jordan,60.0,united states,"charlotte hornets, endorsements",sports,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1516,2000,real estate,diane kemper,77.0,united states,real estate,real estate,False,D,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1516,2000,technology,shlomo kramer,57.0,israel,"software, investments",technology,True,D,M,2023-04-04 05:01:00,395098666122,104.9,82.8,23.1,25.3,9053300.0
