rank,finalWorth,category,personName,age,country,source,industries,selfMade,status,gender,date,gdp_country,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country
1516,2000,healthcare,heikki kyostila,77.0,finland,dental products,healthcare,True,U,M,2023-04-04 05:01:00,268761201365,100.2,81.7,20.8,36.6,5520314.0
1516,2000,technology,li min,57.0,china,semiconductor,technology,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1516,2000,technology,liang rubo,40.0,china,tiktok,technology,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1516,2000,manufacturing,liang zhaoxian,58.0,china,appliances,manufacturing,False,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1516,2000,energy,lin fanlian,61.0,china,"energy, real estate",energy,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1516,2000,manufacturing,aloke lohia,64.0,thailand,petrochemicals,manufacturing,False,D,M,2023-04-04 05:01:00,543649976166,99.8,76.9,14.9,29.5,69625582.0
1516,2000,real estate,bill malhotra,73.0,canada,real estate,real estate,True,U,M,2023-04-04 05:01:00,1736425629520,100.9,81.9,12.8,24.5,36991981.0
1516,2000,finance & investments,alexander mamut,63.0,israel,investments,finance & investments,True,D,M,2023-04-04 05:01:00,395098666122,104.9,82.8,23.1,25.3,9053300.0
1516,2000,telecom,craig mccaw,73.0,united states,telecom,telecom,False,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1516,2000,manufacturing,cunhui nan,59.0,china,power equipment,manufacturing,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1516,2000,service,tengyun nie & family,47.0,china,logistics,service,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1516,2000,finance & investments,oei hong leong,75.0,singapore,investments,finance & investments,False,U,M,2023-04-04 05:01:00,372062527489,100.6,83.1,13.1,21.0,5703569.0
1516,2000,metals & mining,clive palmer,69.0,australia,mining,metals & mining,True,D,M,2023-04-04 05:01:00,1392680589329,100.3,82.7,23.0,47.4,25766605.0
1516,2000,technology,matthew prince,48.0,united states,cybersecurity,technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1516,2000,service,linda pritzker,69.0,united states,"hotels, investments",service,False,E,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1516,2000,construction & engineering,p.v. krishna reddy,53.0,india,infrastructure,construction & engineering,True,U,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
1516,2000,metals & mining,bianca rinehart,46.0,australia,mining,metals & mining,False,D,F,2023-04-04 05:01:00,1392680589329,100.3,82.7,23.0,47.4,25766605.0
1516,2000,metals & mining,ginia rinehart,36.0,australia,mining,metals & mining,False,D,F,2023-04-04 05:01:00,1392680589329,100.3,82.7,23.0,47.4,25766605.0
1516,2000,finance & investments,t. denny sanford,87.0,united states,"banking, credit cards",finance & investments,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1516,2000,manufacturing,bhadresh shah,71.0,india,engineering,manufacturing,True,U,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
1516,2000,media & entertainment,zygmunt solorz-zak,66.0,poland,tv broadcasting,media & entertainment,True,D,M,2023-04-04 05:01:00,592164400688,100.0,77.6,17.4,40.8,37970874.0
1516,2000,fashion & retail,sylvia stroeher,67.0,germany,cosmetics,fashion & retail,False,E,F,2023-04-04 05:01:00,3845630030824,104.0,80.9,11.5,48.8,83132799.0
1516,2000,technology,otto toto sugiri,69.0,indonesia,data centers,technology,True,D,M,2023-04-04 05:01:00,1119190780753,106.4,71.5,10.2,30.1,270203917.0
1516,2000,sports,larry tanenbaum,77.0,canada,sports,sports,True,N,M,2023-04-04 05:01:00,1736425629520,100.9,81.9,12.8,24.5,36991981.0
1516,2000,finance & investments,wichai thongtang,76.0,thailand,investments,finance & investments,True,E,M,2023-04-04 05:01:00,543649976166,99.8,76.9,14.9,29.5,69625582.0
1516,2000,finance & investments,ion tiriac,83.0,romania,"banking, insurance",finance & investments,True,U,M,2023-04-04 05:01:00,250077444017,85.2,75.4,14.6,20.0,19356544.0
1516,2000,metals & mining,hope welker,37.0,united states,mining,metals & mining,False,D,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1516,2000,manufacturing,william young,82.0,united states,plastics,manufacturing,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1516,2000,technology,zhang fan,57.0,china,touch screens,technology,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1516,2000,technology,shilong zhang & family,57.0,china,semiconductor,technology,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1516,2000,manufacturing,zhang wanzhen,73.0,china,electronics components,manufacturing,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1516,2000,technology,hongfei zhao,48.0,china,software,technology,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1516,2000,energy,zhou jian,46.0,china,solar energy equipment,energy,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1516,2000,healthcare,zhu yiwen & family,59.0,china,healthcare,healthcare,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1575,1900,diversified,roberto angelini rossi,74.0,chile,"forestry, mining",diversified,False,U,M,2023-04-04 05:01:00,282318159745,101.4,80.0,18.2,34.0,18952038.0
1575,1900,energy,mika anttonen,56.0,finland,oil & gas,energy,True,U,M,2023-04-04 05:01:00,268761201365,100.2,81.7,20.8,36.6,5520314.0
1575,1900,sports,david blitzer,53.0,united states,sports,sports,True,N,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1575,1900,finance & investments,julio bozano,87.0,brazil,banking,finance & investments,True,D,M,2023-04-04 05:01:00,1839758040766,115.4,75.7,14.2,65.1,212559417.0
1575,1900,energy,nikolai buinov,55.0,russia,"oil, gas",energy,True,U,M,2023-04-04 05:01:00,1699876578871,102.6,72.7,11.4,46.2,144373535.0
1575,1900,fashion & retail,nicola bulgari,82.0,italy,luxury goods,fashion & retail,False,E,M,2023-04-04 05:01:00,2001244392042,101.9,82.9,24.3,59.1,60297396.0
1575,1900,fashion & retail,"howard butt, iii. & family",71.0,united states,supermarkets,fashion & retail,False,N,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1575,1900,fashion & retail,jianxing che,56.0,china,furniture retailing,fashion & retail,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1575,1900,manufacturing,huxiong chen,52.0,china,stationery,manufacturing,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1575,1900,technology,chen zhisong,57.0,china,communication equipment,technology,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1575,1900,diversified,prathip chiravanond,74.0,thailand,diversified,diversified,False,R,M,2023-04-04 05:01:00,543649976166,99.8,76.9,14.9,29.5,69625582.0
1575,1900,food & beverage,alexandra daitch,60.0,united states,cargill,food & beverage,False,D,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1575,1900,food & beverage,sol daurella,57.0,spain,coca-cola bottler,food & beverage,False,U,F,2023-04-04 05:01:00,1394116310769,102.7,83.3,14.2,47.0,47076781.0
1575,1900,sports,mark davis,67.0,united states,las vegas raiders,sports,False,N,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1575,1900,finance & investments,james dinan,63.0,united states,hedge funds,finance & investments,True,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1575,1900,healthcare,dong fan,53.0,china,medical devices,healthcare,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1575,1900,diversified,bulent eczacibasi,73.0,turkey,"pharmaceuticals, diversified",diversified,False,U,M,2023-04-04 05:01:00,754411708203,93.2,77.4,17.9,42.3,83429615.0
1575,1900,diversified,faruk eczacibasi,68.0,turkey,"pharmaceuticals, diversified",diversified,False,U,M,2023-04-04 05:01:00,754411708203,93.2,77.4,17.9,42.3,83429615.0
1575,1900,diversified,eduardo eurnekian,90.0,argentina,"airports, investments",diversified,True,U,M,2023-04-04 05:01:00,449663446954,109.7,76.5,10.1,106.3,44938712.0
1575,1900,fashion & retail,guo zhenyu & family,59.0,china,cosmetics,fashion & retail,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1575,1900,manufacturing,surjit kumar gupta,81.0,india,electrical equipment,manufacturing,False,U,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
1575,1900,diversified,caroline hagen kjos,39.0,switzerland,conglomerate,diversified,False,D,F,2023-04-04 05:01:00,703082435360,105.2,83.6,10.1,28.8,8574832.0
1575,1900,finance & investments,roberto hernandez ramirez,81.0,mexico,"banking, investments",finance & investments,True,E,M,2023-04-04 05:01:00,1258286717125,105.8,75.0,13.1,55.1,126014024.0
1575,1900,technology,reid hoffman,55.0,united states,linkedin,technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1575,1900,manufacturing,hu rongda & family,64.0,china,chemicals,manufacturing,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1575,1900,real estate,"b. wayne hughes, jr.",63.0,united states,storage facilities,real estate,False,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1575,1900,finance & investments,scott kapnick,64.0,united states,private equity,finance & investments,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1575,1900,finance & investments,richard kayne,77.0,united states,investments,finance & investments,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1575,1900,finance & investments,dominika kulczyk,45.0,united kingdom,diversified,finance & investments,False,U,F,2023-04-04 05:01:00,2827113184696,101.2,81.3,25.5,30.6,66834405.0
1575,1900,finance & investments,edward lampert,60.0,united states,sears,finance & investments,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1575,1900,food & beverage,james leprino,85.0,united states,cheese,food & beverage,False,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1575,1900,real estate,david lichtenstein,61.0,united states,real estate,real estate,True,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1575,1900,real estate,lin dingqiang & family,56.0,china,real estate,real estate,True,E,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1575,1900,food & beverage,sarah macmillan,69.0,united states,cargill,food & beverage,False,D,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1575,1900,telecom,strive masiyiwa,62.0,united kingdom,telecom,telecom,True,D,M,2023-04-04 05:01:00,2827113184696,101.2,81.3,25.5,30.6,66834405.0
1575,1900,technology,simon nixon,55.0,united kingdom,price comparison website,technology,True,U,M,2023-04-04 05:01:00,2827113184696,101.2,81.3,25.5,30.6,66834405.0
1575,1900,food & beverage,kentaro ogawa,74.0,japan,restaurants,food & beverage,True,U,M,2023-04-04 05:01:00,5081769542380,98.8,84.2,11.9,46.7,126226568.0
1575,1900,manufacturing,ajay parekh,65.0,india,adhesives,manufacturing,False,D,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
1575,1900,manufacturing,narendrakumar parekh,84.0,india,adhesives,manufacturing,False,D,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
1575,1900,finance & investments,jennifer pritzker,72.0,united states,"hotels, investments",finance & investments,False,D,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1575,1900,fashion & retail,g. rajendran,80.0,india,jewellery,fashion & retail,True,U,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
1575,1900,manufacturing,ren jianhua,66.0,china,kitchen appliances,manufacturing,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1575,1900,finance & investments,larry robbins,53.0,united states,hedge funds,finance & investments,True,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1575,1900,construction & engineering,dwight schar,81.0,united states,"homebuilding, nfl team",construction & engineering,True,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1575,1900,manufacturing,qinxiang shao,68.0,china,diversified,manufacturing,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1575,1900,technology,hua shen,60.0,china,semiconductors,technology,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1575,1900,finance & investments,peter sondakh,73.0,indonesia,investments,finance & investments,True,D,M,2023-04-04 05:01:00,1119190780753,106.4,71.5,10.2,30.1,270203917.0
1575,1900,food & beverage,lucy stitzer,63.0,united states,cargill,food & beverage,False,D,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1575,1900,diversified,elizabeth sy,70.0,philippines,diversified,diversified,False,D,F,2023-04-04 05:01:00,376795508680,107.5,71.1,14.0,43.1,108116615.0
1575,1900,manufacturing,hermanto tanoko,60.0,indonesia,paints,manufacturing,False,Split Family Fortune,M,2023-04-04 05:01:00,1119190780753,106.4,71.5,10.2,30.1,270203917.0
1575,1900,construction & engineering,mehmet sinan tara,64.0,turkey,construction,construction & engineering,False,U,M,2023-04-04 05:01:00,754411708203,93.2,77.4,17.9,42.3,83429615.0
1575,1900,fashion & retail,masateru uno & family,76.0,japan,drugstores,fashion & retail,True,D,M,2023-04-04 05:01:00,5081769542380,98.8,84.2,11.9,46.7,126226568.0
1575,1900,energy,vardis vardinoyannis & family,90.0,greece,oil and gas,energy,True,U,M,2023-04-04 05:01:00,209852761469,99.6,81.3,26.2,51.9,10716322.0
1575,1900,real estate,jitendra virwani,57.0,india,real estate,real estate,False,D,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
1575,1900,real estate,wang chaobin,67.0,china,real estate,real estate,True,E,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1575,1900,fashion & retail,wang ren-sheng,91.0,china,retail,fashion & retail,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1575,1900,food & beverage,charlotte colket weber,80.0,united states,campbell soup,food & beverage,False,U,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1575,1900,healthcare,xie juhua & family,72.0,china,pharmaceuticals,healthcare,False,D,F,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1575,1900,manufacturing,chuanhua xu & family,88.0,china,"chemicals, logistics",manufacturing,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1575,1900,finance & investments,gavril yushvaev & family,65.0,israel,"precious metals, real estate",finance & investments,True,U,M,2023-04-04 05:01:00,395098666122,104.9,82.8,23.1,25.3,9053300.0
1575,1900,diversified,zhang hongwei,68.0,china,"oil, banking",diversified,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1575,1900,manufacturing,anita zucker,71.0,united states,chemicals,manufacturing,False,U,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1647,1800,technology,cameron adams,43.0,australia,software,technology,True,D,M,2023-04-04 05:01:00,1392680589329,100.3,82.7,23.0,47.4,25766605.0
1647,1800,fashion & retail,will adderley,51.0,united kingdom,home furnishings,fashion & retail,False,Split Family Fortune,M,2023-04-04 05:01:00,2827113184696,101.2,81.3,25.5,30.6,66834405.0
1647,1800,diversified,faisal bin qassim al thani,75.0,qatar,"hotels, diversified",diversified,True,D,M,2023-04-04 05:01:00,183466208791,103.8,80.1,14.7,11.3,2832067.0
1647,1800,sports,leslie alexander,79.0,united states,sports team,sports,True,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1647,1800,real estate,masaaki arai,57.0,japan,home sales,real estate,True,D,M,2023-04-04 05:01:00,5081769542380,98.8,84.2,11.9,46.7,126226568.0
1647,1800,fashion & retail,sabrina benetton,49.0,italy,"fashion retail, investments",fashion & retail,False,U,F,2023-04-04 05:01:00,2001244392042,101.9,82.9,24.3,59.1,60297396.0
1647,1800,technology,sanjeev bikhchandani,59.0,india,internet,technology,True,D,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
1647,1800,finance & investments,o. francis biondi,58.0,united states,hedge funds,finance & investments,True,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1647,1800,energy,alejandro bulgheroni,78.0,uruguay,oil & gas,energy,False,D,M,2023-04-04 05:01:00,56045912952,108.5,77.8,20.1,41.8,3461734.0
1647,1800,food & beverage,r.g. chandramogan,74.0,india,dairy,food & beverage,True,D,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
1647,1800,diversified,binod chaudhary,67.0,nepal,diversified,diversified,False,U,M,2023-04-04 05:01:00,30641380604,142.1,70.5,20.7,41.8,28608710.0
1647,1800,technology,parker conrad,42.0,united states,software,technology,True,N,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1647,1800,technology,tim cook,62.0,united states,apple,technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1647,1800,finance & investments,mark coombs,62.0,united kingdom,finance,finance & investments,True,E,M,2023-04-04 05:01:00,2827113184696,101.2,81.3,25.5,30.6,66834405.0
1647,1800,media & entertainment,john de mol,68.0,netherlands,tv programs,media & entertainment,True,E,M,2023-04-04 05:01:00,909070395161,104.2,81.8,23.0,41.2,17332850.0
1647,1800,construction & engineering,d. leopoldo del pino,60.0,spain,construction,construction & engineering,False,D,M,2023-04-04 05:01:00,1394116310769,102.7,83.3,14.2,47.0,47076781.0
1647,1800,technology,diao zhizhong,59.0,china,software,technology,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1647,1800,healthcare,robert duggan,78.0,united states,pharmaceuticals,healthcare,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1647,1800,sports,james france,78.0,united states,"nascar, racing",sports,False,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1647,1800,healthcare,phillip frost,86.0,united states,pharmaceuticals,healthcare,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
